CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,NUMBER OF PERSONS KILLED,NUMBER OF PERSONS INJURED,CONTRIBUTING FACTOR VEHICLE 1,VEHICLE_MAKE,DRIVER_LICENSE_STATUS,VEHICLE_TYPE,PERSON_INJURY,PERSON_AGE,PERSON_SEX,TOTAL_INCIDENTS
11/24/24,14:54,QUEENS,11691,0,1,Passing or Lane Usage Improper,OTHER,Licensed,motorcycle,Injured,32,M,1
7/30/20,0:00,BROOKLYN,11203,0,0,Unspecified,OTHER,Licensed,motorcycle,Unspecified,29,M,1
8/9/24,16:45,BROOKLYN,11203,0,1,Driver Inattention/Distraction,OTHER,Licensed,moped,Injured,45,F,1
3/13/21,1:33,BROOKLYN,11207,0,3,Passing or Lane Usage Improper,OTHER,Licensed,motorcycle,Injured,26,M,1
2/7/22,8:35,BROOKLYN,11207,0,1,Turning Improperly,OTHER,Licensed,motorcycle,Unspecified,52,M,1
8/26/22,22:50,BROOKLYN,11208,0,1,Unspecified,OTHER,Licensed,motorcycle,Injured,27,M,1
8/26/22,22:50,BROOKLYN,11208,0,1,Unspecified,OTHER,Licensed,motorcycle,Unspecified,47,M,1
5/27/24,19:30,BROOKLYN,11208,0,1,Traffic Control Disregarded,OTHER,Licensed,moped,Unspecified,38,M,1
2/25/23,8:55,BROOKLYN,11208,0,1,Pavement Slippery,OTHER,Licensed,motorcycle,Injured,22,M,1
7/20/20,12:55,BROOKLYN,11211,0,1,Driver Inattention/Distraction,YAMAHA,Licensed,motorcycle,Unspecified,40,M,1
7/20/20,12:55,BROOKLYN,11211,0,1,Driver Inattention/Distraction,YAMAHA,Licensed,motorcycle,Injured,27,M,1
6/20/22,5:15,BROOKLYN,11211,0,2,View Obstructed/Limited,OTHER,Licensed,moped,Injured,39,M,1
5/2/20,14:40,BROOKLYN,11213,0,0,Driver Inexperience,YAMAHA,Unlicensed,motorbike,Unspecified,34,M,1
6/13/23,21:25,BROOKLYN,11214,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Injured,25,M,1
8/24/23,15:11,BROOKLYN,11215,0,1,Driver Inattention/Distraction,OTHER,Licensed,moped,Injured,32,M,1
8/24/23,11:38,BROOKLYN,11217,0,1,Passing or Lane Usage Improper,OTHER,Licensed,moped,Unspecified,34,M,1
8/24/23,11:38,BROOKLYN,11217,0,1,Passing or Lane Usage Improper,OTHER,Licensed,moped,Injured,51,M,1
6/13/24,16:40,BROOKLYN,11218,0,2,Failure to Yield Right-of-Way,UNKNOWN,Permit,moped,Injured,19,M,1
8/25/24,21:14,BRONX,10452,0,1,Driver Inattention/Distraction,OTHER,Licensed,moped,Injured,30,M,1
8/10/22,16:15,BROOKLYN,11220,0,1,Unspecified,OTHER,Licensed,moped,Unspecified,48,M,1
7/12/20,13:42,BROOKLYN,11220,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,27,M,1
4/24/22,9:16,BROOKLYN,11220,0,1,Backing Unsafely,OTHER,Licensed,motorbike,Unspecified,60,M,1
12/11/20,22:49,BROOKLYN,11221,0,1,Traffic Control Disregarded,OTHER,Unlicensed,motorbike,Injured,26,M,1
5/18/23,11:50,BROOKLYN,11221,0,0,Turning Improperly,OTHER,Licensed,moped,Unspecified,23,M,1
10/2/23,18:57,BROOKLYN,11221,0,1,Unsafe Speed,OTHER,Licensed,moped,Injured,25,M,1
7/16/20,9:35,BRONX,10454,0,0,Unspecified,OTHER,Licensed,motorcycle,Unspecified,45,M,1
8/31/23,18:36,BROOKLYN,11222,0,1,Driver Inattention/Distraction,OTHER,Unlicensed,moped,Injured,51,M,1
8/26/21,11:54,BRONX,10455,0,1,Unspecified,YAMAHA,Licensed,motorcycle,Injured,36,M,1
8/31/20,2:00,BRONX,10456,0,1,Unspecified,YAMAHA,Licensed,moped,Unspecified,28,F,1
7/23/22,8:30,BRONX,10457,0,1,Other Vehicular,OTHER,Licensed,motorcycle,Injured,47,M,1
5/12/22,22:10,BRONX,10457,0,0,Driver Inattention/Distraction,OTHER,Unlicensed,moped,Unspecified,28,M,1
4/14/24,14:15,BROOKLYN,11225,0,0,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,33,M,1
7/23/21,19:50,BRONX,10460,0,0,Driver Inattention/Distraction,OTHER,Unlicensed,moped,Unspecified,63,M,1
3/15/21,20:30,BROOKLYN,11228,0,1,Unspecified,OTHER,Unlicensed,moped,Injured,26,M,1
6/6/20,13:15,BROOKLYN,11229,0,1,Unspecified,OTHER,Licensed,motorcycle,Unspecified,44,F,1
1/17/24,17:37,BROOKLYN,11229,0,1,Failure to Yield Right-of-Way,OTHER,Unlicensed,moped,Unspecified,30,M,1
9/19/24,9:05,BRONX,10462,0,1,Other Vehicular,OTHER,Licensed,motorcycle,Unspecified,54,M,1
6/29/22,17:27,BRONX,10463,0,2,Following Too Closely,VESPA,Licensed,moped,Injured,49,M,1
3/3/24,16:24,BRONX,10463,0,0,Unsafe Lane Changing,OTHER,Licensed,motorcycle,Unspecified,35,M,1
6/2/22,19:03,BROOKLYN,11231,0,1,Following Too Closely,OTHER,Licensed,moped,Unspecified,53,M,1
5/23/21,21:10,BROOKLYN,11232,0,1,Other Vehicular,OTHER,Licensed,motorcycle,Unspecified,31,M,1
5/31/22,16:12,BROOKLYN,11233,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,31,M,1
7/30/24,18:30,BROOKLYN,11234,0,1,Other Vehicular,OTHER,Licensed,motorcycle,Injured,20,M,1
2/28/24,19:34,BRONX,10467,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,40,M,1
4/9/24,15:20,BRONX,10467,0,1,Turning Improperly,OTHER,Unlicensed,motorbike,Unspecified,25,M,1
7/16/21,18:19,BROOKLYN,11235,0,1,Turning Improperly,YAMAHA,Licensed,motorcycle,Unspecified,20,M,1
10/3/20,12:56,BROOKLYN,11235,0,0,Reaction to Uninvolved Vehicle,OTHER,Licensed,motorcycle,Unspecified,48,M,1
6/16/21,12:13,BRONX,10468,0,1,Passing or Lane Usage Improper,OTHER,Licensed,motorcycle,Unspecified,40,M,1
4/22/22,23:56,BRONX,10468,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Injured,35,M,1
3/9/24,15:00,BROOKLYN,11236,0,1,Unspecified,OTHER,Licensed,motorbike,Injured,29,M,1
4/6/24,19:25,BROOKLYN,11237,0,1,Alcohol Involvement,YAMAHA,Permit,motorcycle,Injured,32,M,1
3/27/21,13:00,BROOKLYN,11238,0,1,Unspecified,YAMAHA,Licensed,moped,Unspecified,20,M,1
6/3/22,18:14,BROOKLYN,11238,0,1,Turning Improperly,OTHER,Licensed,motorcycle,Injured,29,M,1
6/3/22,18:14,BROOKLYN,11238,0,1,Turning Improperly,OTHER,Licensed,motorcycle,Unspecified,35,M,1
1/15/20,17:00,MANHATTAN,10010,0,1,Driver Inexperience,OTHER,Licensed,motorcycle,Injured,57,M,1
1/8/22,17:53,MANHATTAN,10012,0,1,Unsafe Lane Changing,OTHER,Licensed,motorcycle,Unspecified,43,M,1
10/30/22,2:40,MANHATTAN,10022,0,1,Driver Inexperience,OTHER,Licensed,motorcycle,Injured,24,M,1
1/21/20,23:17,MANHATTAN,10022,0,1,Following Too Closely,OTHER,Licensed,motorcycle,Unspecified,47,M,1
12/7/22,10:02,MANHATTAN,10022,0,1,Failure to Yield Right-of-Way,OTHER,Permit,moped,Unspecified,41,M,1
6/15/24,10:59,MANHATTAN,10023,0,0,Aggressive Driving/Road Rage,OTHER,Unlicensed,moped,Unspecified,21,M,1
4/5/24,14:04,MANHATTAN,10023,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Unspecified,46,M,1
11/12/24,18:32,MANHATTAN,10024,0,1,Unspecified,OTHER,Licensed,motorbike,Injured,22,M,1
4/29/24,14:00,MANHATTAN,10027,0,1,Turning Improperly,OTHER,Licensed,motorcycle,Injured,28,M,1
9/22/22,8:40,MANHATTAN,10028,0,1,Driver Inattention/Distraction,VESPA,Licensed,moped,Unspecified,58,M,1
8/18/23,18:45,MANHATTAN,10030,0,1,Passing Too Closely,OTHER,Unlicensed,moped,Injured,39,M,1
7/3/23,20:53,MANHATTAN,10032,0,1,Traffic Control Disregarded,OTHER,Unlicensed,motorcycle,Unspecified,33,F,1
9/22/24,11:56,MANHATTAN,10032,0,0,Unspecified,OTHER,Licensed,motorcycle,Unspecified,41,M,1
8/19/24,22:42,MANHATTAN,10036,1,0,Traffic Control Disregarded,OTHER,Licensed,motorcycle,Unspecified,49,M,1
9/23/24,22:30,MANHATTAN,10037,0,0,Driver Inattention/Distraction,OTHER,Unlicensed,motorcycle,Unspecified,36,M,1
4/25/23,20:55,STATEN ISLAND,10305,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Injured,32,M,1
10/23/24,9:09,STATEN ISLAND,10306,0,2,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,26,M,1
7/31/20,16:50,STATEN ISLAND,10309,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,40,M,1
7/31/20,16:50,STATEN ISLAND,10309,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,37,M,1
5/1/21,19:50,STATEN ISLAND,10312,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Unspecified,18,F,1
9/23/24,20:55,STATEN ISLAND,10312,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,18,M,1
9/7/23,16:00,MANHATTAN,10065,0,1,Reaction to Uninvolved Vehicle,OTHER,Licensed,motorcycle,Injured,35,M,1
4/20/21,23:25,QUEENS,11354,0,1,Unspecified,OTHER,Licensed,moped,Injured,27,M,1
8/8/23,11:10,QUEENS,11355,0,1,Traffic Control Disregarded,OTHER,Licensed,motorcycle,Unspecified,63,F,1
8/8/23,11:10,QUEENS,11355,0,1,Traffic Control Disregarded,OTHER,Licensed,motorcycle,Injured,55,M,1
8/8/23,11:30,QUEENS,11101,0,1,Passing or Lane Usage Improper,OTHER,Licensed,moped,Unspecified,71,M,1
7/18/22,16:55,QUEENS,11101,0,2,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,44,M,1
9/30/21,13:20,QUEENS,11101,0,1,Driver Inattention/Distraction,OTHER,Licensed,moped,Injured,41,M,1
11/15/23,13:35,QUEENS,11101,0,1,Unspecified,OTHER,Licensed,motorcycle,Unspecified,30,M,1
8/23/22,16:10,QUEENS,11102,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Injured,26,M,1
9/14/22,22:08,QUEENS,11103,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Unspecified,36,M,1
12/16/21,22:26,QUEENS,11103,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,35,M,1
6/17/23,9:20,QUEENS,11104,0,2,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,29,M,1
6/17/23,9:20,QUEENS,11104,0,2,Driver Inattention/Distraction,YAMAHA,Licensed,motorcycle,Injured,31,M,1
6/17/23,9:20,QUEENS,11104,0,2,Driver Inattention/Distraction,YAMAHA,Licensed,motorcycle,Unspecified,43,M,1
5/27/20,15:42,QUEENS,11106,0,2,Driver Inattention/Distraction,OTHER,Unlicensed,moped,Unspecified,44,M,1
2/13/23,8:45,QUEENS,11372,0,1,Following Too Closely,OTHER,Permit,moped,Injured,45,M,1
6/30/24,15:00,QUEENS,11373,0,1,Unspecified,OTHER,Unlicensed,motorcycle,Unspecified,65,M,1
5/10/22,10:45,QUEENS,11377,0,1,Unspecified,OTHER,Licensed,motorcycle,Injured,45,M,1
8/1/23,19:20,QUEENS,11379,0,1,Pavement Slippery,OTHER,Licensed,motorcycle,Injured,29,M,1
4/13/21,12:35,QUEENS,11385,0,0,Turning Improperly,OTHER,Licensed,motorcycle,Unspecified,20,M,1
6/24/24,11:35,QUEENS,11385,0,1,Unspecified,YAMAHA,Licensed,motorcycle,Injured,29,M,1
6/15/21,16:00,MANHATTAN,10128,0,1,Aggressive Driving/Road Rage,OTHER,Permit,moped,Injured,22,M,1
5/16/21,15:05,MANHATTAN,10128,0,2,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,37,M,1
5/16/21,15:05,MANHATTAN,10128,0,2,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,25,F,1
12/16/23,16:30,QUEENS,11412,0,0,Turning Improperly,OTHER,Unlicensed,moped,Unspecified,53,M,1
5/24/23,13:00,QUEENS,11412,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Injured,52,M,1
5/26/24,1:40,QUEENS,11415,0,2,Failure to Yield Right-of-Way,OTHER,Unlicensed,motorcycle,Injured,55,M,1
4/17/24,15:24,QUEENS,11419,0,1,Traffic Control Disregarded,YAMAHA,Licensed,motorcycle,Unspecified,67,F,1
10/31/24,13:00,QUEENS,11419,0,1,Passing or Lane Usage Improper,OTHER,Permit,moped,Injured,19,M,1
10/31/24,13:00,QUEENS,11419,0,1,Passing or Lane Usage Improper,OTHER,Permit,moped,Unspecified,45,M,1
9/6/23,16:30,QUEENS,11421,0,1,Traffic Control Disregarded,OTHER,Permit,motorcycle,Unspecified,17,M,1
8/10/22,17:26,QUEENS,11427,0,1,Reaction to Uninvolved Vehicle,OTHER,Licensed,motorcycle,Injured,28,M,1
9/12/24,13:00,QUEENS,11427,0,1,Brakes Defective,OTHER,Licensed,motorcycle,Injured,40,M,1
3/18/22,13:18,QUEENS,11433,0,1,Passing or Lane Usage Improper,OTHER,Licensed,motorcycle,Unspecified,44,F,1
8/14/21,22:26,QUEENS,11434,0,1,Aggressive Driving/Road Rage,OTHER,Licensed,motorcycle,Unspecified,42,M,1
5/17/23,0:00,QUEENS,11434,0,1,Unsafe Lane Changing,OTHER,Unlicensed,motorcycle,Injured,46,M,1
6/14/24,17:30,QUEENS,11435,0,1,Driver Inattention/Distraction,OTHER,Permit,moped,Injured,33,M,1
6/13/20,17:10,BROOKLYN,11203,0,1,Unspecified,YAMAHA,Licensed,motorcycle,Injured,23,M,1
6/18/20,23:53,BROOKLYN,11203,0,1,Driver Inattention/Distraction,OTHER,Unlicensed,motorcycle,Unspecified,37,F,1
8/13/24,21:45,BROOKLYN,11205,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,58,M,1
3/20/24,23:35,BROOKLYN,11205,0,1,Driver Inattention/Distraction,OTHER,Unlicensed,moped,Injured,18,M,1
9/4/24,8:47,BROOKLYN,11205,0,1,Failure to Yield Right-of-Way,YAMAHA,Licensed,motorcycle,Unspecified,49,F,1
9/18/20,1:50,BROOKLYN,11206,0,1,Unsafe Speed,OTHER,Licensed,motorcycle,Injured,40,M,1
8/1/23,12:03,BROOKLYN,11206,0,1,Driver Inattention/Distraction,UNKNOWN,Unlicensed,motorcycle,Unspecified,42,M,1
6/2/22,16:45,BROOKLYN,11207,0,1,Traffic Control Disregarded,OTHER,Unlicensed,motorbike,Injured,42,M,1
6/2/22,16:45,BROOKLYN,11207,0,1,Traffic Control Disregarded,OTHER,Unlicensed,motorbike,Unspecified,73,F,1
10/26/22,15:28,BROOKLYN,11208,0,0,Aggressive Driving/Road Rage,YAMAHA,Unlicensed,motorcycle,Unspecified,35,M,1
10/26/22,15:28,BROOKLYN,11208,0,0,Aggressive Driving/Road Rage,YAMAHA,Unlicensed,motorcycle,Unspecified,29,M,1
9/24/20,12:25,BROOKLYN,11209,0,0,Passing Too Closely,YAMAHA,Permit,motorcycle,Unspecified,73,M,1
8/10/22,15:40,BROOKLYN,11211,0,2,Driver Inattention/Distraction,BMW,Licensed,motorcycle,Injured,27,F,1
10/27/23,0:16,BROOKLYN,11211,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,31,M,1
11/2/21,11:18,BROOKLYN,11211,1,0,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Killed,24,F,1
7/4/20,10:30,BROOKLYN,11212,0,1,Unspecified,OTHER,Licensed,motorcycle,Unspecified,53,M,1
6/18/21,23:10,BROOKLYN,11212,0,0,Unspecified,OTHER,Licensed,motorbike,Unspecified,49,M,1
4/14/24,21:39,BROOKLYN,11213,0,1,Failure to Yield Right-of-Way,OTHER,Permit,motorcycle,Injured,36,M,1
7/9/23,0:03,BROOKLYN,11213,0,1,Traffic Control Disregarded,YAMAHA,Licensed,motorbike,Injured,54,M,1
6/19/24,15:42,BROOKLYN,11214,0,2,Passing or Lane Usage Improper,OTHER,Licensed,moped,Injured,42,M,1
4/16/24,13:40,BROOKLYN,11214,0,3,Unspecified,OTHER,Unlicensed,moped,Injured,47,F,1
9/11/23,9:39,BROOKLYN,11215,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,46,M,1
12/25/22,19:05,BROOKLYN,11217,0,1,Unsafe Speed,OTHER,Unlicensed,motorcycle,Unspecified,24,M,1
7/10/23,0:00,BROOKLYN,11218,0,2,Unspecified,OTHER,Unlicensed,moped,Injured,18,M,1
3/15/24,15:00,BRONX,10453,0,1,Driver Inattention/Distraction,OTHER,Licensed,moped,Unspecified,33,M,1
7/13/23,18:26,BRONX,10453,0,1,Driver Inattention/Distraction,OTHER,Unlicensed,moped,Injured,29,M,1
2/24/23,19:00,BRONX,10453,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorbike,Injured,45,M,1
3/21/20,17:40,BROOKLYN,11221,0,0,Unsafe Speed,OTHER,Licensed,motorcycle,Unspecified,31,F,1
4/6/24,13:44,BROOKLYN,11221,0,2,Unspecified,OTHER,Unlicensed,motorcycle,Injured,53,M,1
1/25/20,5:28,BROOKLYN,11222,0,0,Unspecified,OTHER,Licensed,motorcycle,Unspecified,23,M,1
7/11/23,17:50,BRONX,10455,0,1,Traffic Control Disregarded,OTHER,Licensed,motorcycle,Injured,18,M,1
8/1/24,18:29,BROOKLYN,11223,0,1,Unspecified,OTHER,Licensed,moped,Injured,26,F,1
5/20/24,15:15,BRONX,10456,0,1,Unsafe Lane Changing,OTHER,Licensed,motorcycle,Injured,18,M,1
10/24/20,16:40,BRONX,10456,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Injured,31,M,1
10/24/20,16:40,BRONX,10456,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Unspecified,27,F,1
2/24/23,19:39,BRONX,10456,0,1,Unsafe Lane Changing,OTHER,Licensed,motorcycle,Unspecified,38,M,1
6/3/24,20:00,BRONX,10456,0,1,Reaction to Uninvolved Vehicle,OTHER,Unlicensed,motorcycle,Injured,22,M,1
2/7/22,6:11,BRONX,10457,0,0,Unspecified,OTHER,Unlicensed,motorbike,Unspecified,34,M,1
12/1/23,13:23,BROOKLYN,11225,0,1,Passing or Lane Usage Improper,OTHER,Unlicensed,motorcycle,Injured,30,M,1
7/21/21,19:22,BROOKLYN,11226,0,1,Unspecified,OTHER,Licensed,moped,Injured,26,M,1
6/6/21,10:35,BROOKLYN,11226,0,1,Unspecified,OTHER,Licensed,moped,Unspecified,37,F,1
5/15/22,10:48,BROOKLYN,11226,0,1,Unspecified,OTHER,Permit,motorcycle,Injured,22,M,1
2/18/22,14:10,BRONX,10459,0,0,Unspecified,OTHER,Licensed,motorbike,Unspecified,58,M,1
6/13/22,1:00,BROOKLYN,11228,0,1,Driver Inexperience,OTHER,Licensed,motorcycle,Unspecified,18,F,1
10/22/22,14:13,BRONX,10461,0,1,Driver Inattention/Distraction,OTHER,Unlicensed,moped,Injured,18,M,1
12/19/22,10:40,BRONX,10461,0,1,Unspecified,OTHER,Licensed,motorcycle,Injured,22,M,1
11/8/20,14:25,BRONX,10461,0,1,Unsafe Speed,OTHER,Unlicensed,motorcycle,Unspecified,58,M,1
1/27/21,13:00,BRONX,10462,0,0,Driver Inattention/Distraction,OTHER,Unlicensed,moped,Unspecified,58,M,1
4/17/24,7:39,BRONX,10462,0,2,Traffic Control Disregarded,OTHER,Unlicensed,moped,Unspecified,25,M,1
4/17/24,7:39,BRONX,10462,0,2,Traffic Control Disregarded,OTHER,Unlicensed,moped,Injured,18,M,1
6/29/20,17:00,BRONX,10462,0,0,Driver Inattention/Distraction,OTHER,Unlicensed,motorcycle,Unspecified,36,M,1
12/28/22,15:12,BROOKLYN,11230,1,0,Unspecified,OTHER,Licensed,motorcycle,Unspecified,37,F,1
12/28/22,15:12,BROOKLYN,11230,1,0,Unspecified,OTHER,Licensed,motorcycle,Killed,49,M,1
4/25/20,19:15,BRONX,10463,0,0,Aggressive Driving/Road Rage,YAMAHA,Licensed,motorbike,Unspecified,24,M,1
12/10/21,14:45,BROOKLYN,11231,0,1,Unsafe Lane Changing,YAMAHA,Licensed,motorcycle,Injured,35,M,1
8/28/24,17:40,BROOKLYN,11231,0,1,Driver Inattention/Distraction,OTHER,Licensed,moped,Injured,36,M,1
2/1/20,15:00,BRONX,10464,0,1,Unspecified,YAMAHA,Licensed,motorcycle,Injured,24,M,1
6/5/24,21:44,BROOKLYN,11232,0,1,Unspecified,OTHER,Licensed,motorbike,Injured,26,M,1
3/4/23,10:32,BRONX,10465,0,1,Traffic Control Disregarded,OTHER,Unlicensed,motorcycle,Injured,47,M,1
10/19/20,10:27,BRONX,10465,0,1,Failure to Yield Right-of-Way,OTHER,Unlicensed,moped,Injured,56,M,1
10/5/24,19:30,BRONX,10466,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,36,M,1
8/8/24,17:14,BROOKLYN,11234,0,2,Other Vehicular,OTHER,Unlicensed,moped,Injured,20,M,1
4/15/22,18:43,BRONX,10467,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorbike,Unspecified,28,M,1
12/14/23,16:40,BRONX,10467,0,1,Driver Inattention/Distraction,OTHER,Unlicensed,moped,Unspecified,17,M,1
7/21/23,21:05,BRONX,10468,0,1,Driver Inattention/Distraction,YAMAHA,Licensed,motorcycle,Unspecified,28,M,1
7/14/21,14:13,BRONX,10468,0,1,Driver Inattention/Distraction,OTHER,Unlicensed,moped,Injured,17,M,1
11/16/24,12:45,BROOKLYN,11236,0,1,Passing or Lane Usage Improper,OTHER,Licensed,motorcycle,Unspecified,76,M,1
11/16/24,12:45,BROOKLYN,11236,0,1,Passing or Lane Usage Improper,OTHER,Licensed,motorcycle,Injured,21,M,1
10/15/24,16:10,BROOKLYN,11237,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Unspecified,58,M,1
5/29/20,19:50,BRONX,10470,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,59,F,1
6/20/24,22:40,BRONX,10471,0,1,Oversized Vehicle,OTHER,Unlicensed,moped,Unspecified,39,M,1
9/11/21,16:00,MANHATTAN,10002,0,0,Unspecified,OTHER,Licensed,motorcycle,Unspecified,31,M,1
7/9/23,17:00,MANHATTAN,10003,0,1,Following Too Closely,YAMAHA,Permit,moped,Injured,24,M,1
11/17/22,14:14,MANHATTAN,10010,0,0,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,42,M,1
11/17/22,14:14,MANHATTAN,10010,0,0,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,33,F,1
7/6/23,15:00,MANHATTAN,10014,0,1,Passing or Lane Usage Improper,OTHER,Licensed,motorcycle,Unspecified,50,F,1
11/14/24,16:25,MANHATTAN,10016,0,1,Unspecified,OTHER,Licensed,moped,Injured,67,M,1
9/24/20,19:11,MANHATTAN,10016,0,1,Turning Improperly,OTHER,Licensed,motorcycle,Injured,29,M,1
6/30/22,17:52,MANHATTAN,10018,0,1,Passing or Lane Usage Improper,OTHER,Licensed,motorcycle,Unspecified,47,F,1
11/7/24,16:10,MANHATTAN,10022,0,2,Pavement Defective,OTHER,Licensed,motorcycle,Injured,22,M,1
6/5/24,13:30,MANHATTAN,10027,0,0,Unspecified,OTHER,Licensed,moped,Unspecified,47,F,1
11/7/20,22:25,MANHATTAN,10029,0,1,Passing Too Closely,OTHER,Licensed,motorcycle,Unspecified,23,M,1
1/25/24,21:24,MANHATTAN,10031,0,1,Unspecified,OTHER,Unlicensed,motorcycle,Injured,29,M,1
7/31/22,22:15,MANHATTAN,10032,0,1,Driver Inattention/Distraction,YAMAHA,Licensed,motorcycle,Unspecified,62,M,1
10/11/21,21:10,MANHATTAN,10033,0,0,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,29,M,1
9/14/23,13:08,MANHATTAN,10040,0,1,Driver Inattention/Distraction,OTHER,Unlicensed,motorbike,Injured,28,M,1
1/10/23,18:10,STATEN ISLAND,10301,0,1,Driver Inattention/Distraction,YAMAHA,Licensed,motorcycle,Unspecified,63,F,1
11/16/23,16:02,STATEN ISLAND,10304,0,2,Traffic Control Disregarded,OTHER,Unlicensed,motorcycle,Injured,17,M,1
7/18/21,13:49,MANHATTAN,10065,0,0,Failure to Yield Right-of-Way,OTHER,Licensed,moped,Unspecified,28,F,1
6/26/24,13:25,QUEENS,11101,0,1,Passing or Lane Usage Improper,OTHER,Licensed,moped,Unspecified,60,M,1
2/26/24,12:05,QUEENS,11101,0,1,Driver Inattention/Distraction,YAMAHA,Unlicensed,moped,Unspecified,72,M,1
2/28/24,16:47,QUEENS,11101,0,1,Driver Inattention/Distraction,OTHER,Unlicensed,motorcycle,Unspecified,27,M,1
3/2/22,14:20,QUEENS,11357,0,1,Other Vehicular,YAMAHA,Licensed,motorcycle,Injured,52,M,1
11/16/21,17:16,QUEENS,11102,0,1,Pavement Slippery,YAMAHA,Licensed,motorcycle,Injured,30,M,1
4/24/24,22:15,QUEENS,11103,0,1,Following Too Closely,OTHER,Unlicensed,moped,Injured,21,M,1
3/22/24,9:57,QUEENS,11106,0,1,Unsafe Speed,OTHER,Licensed,motorcycle,Injured,36,M,1
10/30/24,16:21,QUEENS,11364,0,1,Driver Inattention/Distraction,YAMAHA,Licensed,motorcycle,Injured,37,M,1
6/9/23,22:50,QUEENS,11368,0,0,Unsafe Lane Changing,OTHER,Licensed,motorcycle,Unspecified,62,M,1
2/24/24,21:19,QUEENS,11372,0,0,Unspecified,OTHER,Licensed,moped,Unspecified,29,M,1
5/16/24,20:53,QUEENS,11373,0,1,Driver Inattention/Distraction,OTHER,Unlicensed,moped,Unspecified,21,M,1
10/16/20,6:45,QUEENS,11373,0,1,Pavement Slippery,YAMAHA,Unlicensed,moped,Injured,24,M,1
9/2/21,7:15,QUEENS,11377,0,1,Traffic Control Device Improper/Non-Working,OTHER,Licensed,motorcycle,Injured,36,M,1
7/3/24,0:00,QUEENS,11377,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,31,M,1
9/5/23,21:58,QUEENS,11385,0,2,Unsafe Speed,OTHER,Licensed,moped,Injured,31,M,1
9/5/23,21:58,QUEENS,11385,0,2,Unsafe Speed,OTHER,Licensed,moped,Unspecified,38,M,1
11/4/24,13:05,QUEENS,11385,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Injured,23,M,1
5/22/20,10:56,QUEENS,11413,1,1,Unsafe Speed,OTHER,Unlicensed,motorcycle,Injured,68,F,1
9/14/20,10:45,QUEENS,11417,0,1,Traffic Control Disregarded,OTHER,Licensed,moped,Injured,51,M,1
3/13/20,17:56,QUEENS,11421,0,0,Driver Inattention/Distraction,VESPA,Licensed,moped,Unspecified,42,M,1
8/28/24,16:45,QUEENS,11427,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,23,M,1
4/6/21,21:50,QUEENS,11433,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Injured,48,M,1
